cust_id,cust_name,dob,gender,account_no,account_type,branch_code,balance,currency,txn_id,txn_amount,txn_type,txn_date,loan_id,loan_amount,loan_status,interest_rate,credit_score,email,city,state,country
1392,Bob,01-13-22,Male,15994376,SAV,BR01,-373.0845351,,197382,32837.47687,CR,12-29-21,8724,55531.65164,closed,5.485666531,451,invalid,,MH,USA
1810,,08-27-22,,65620931,current,BR01,14454.06929,USD,579767,45479.51657,debit,03-12-23,7787,139283.9766,active,11.03726718,417,,Mumbai,,India
1245,Rahul,04-04-21,Male,82098768,saving,BR02,51833.36165,USD,109583,21027.91352,,09-11-20,7722,385794.4322,closed,13.00410862,863,,Mumbai,DL,USA
1175,John ,01-25-21,M,19392609,CUR,,62785.07905,,674675,-2976.135221,credit,02-06-24,6259,175621.9161,closed,10.84991749,335,invalid,Pune,,USA
1038,Rahul,04-25-21,M,27089239,CUR,BR01,-213.5584154,,385248,21690.66329,credit,04-06-20,6013,405990.7453,,14.97021805,300,,Pune,,
1476,Bob,12-05-20,,88703071,CUR,BR01,94326.94343,USD,636512,-2387.630316,CR,04-09-22,5127,159760.7259,closed,9.558665002,361,test@gmail.com,,,USA
1681,Sneha,08-06-22,M,49824448,current,,83427.36455,,947056,25549.60875,DR,06-29-21,7550,81777.51921,active,12.48827464,712,,Delhi,DL,
1758,John ,03-19-20,Female,84931500,SAV,BR01,26144.31063,,549274,18949.58363,,08-22-23,6223,217924.1798,,11.67213292,691,invalid,Mumbai,MH,India
1537,Rahul,08-14-20,F,39851990,saving,BR01,3104.690674,,990752,27354.52387,CR,07-14-23,7949,226137.2561,,14.91431692,520,,Mumbai,DL,India
1866,,01-25-20,,94641191,,,12838.14269,USD,327444,-9397.181137,credit,08-23-23,7590,8054.109275,,12.13219005,826,test@gmail.com,,,
1817,,01-22-22,Male,29097931,SAV,BR02,8329.163444,INR,440716,1690.429499,CR,10-17-22,6525,58522.53635,,6.640307315,593,,,DL,
1920,Alice,08-25-22,Female,29012021,current,,7944.796826,INR,971901,19479.82591,,06-26-20,6673,92463.00939,,14.55517706,432,,Mumbai,MH,
1407,Rahul,07-08-22,,63789198,SAV,BR02,49448.97731,USD,964360,47030.2137,debit,12-17-21,5491,56793.65869,closed,11.67777226,752,test@gmail.com,Mumbai,MH,
1524,NULL,08-26-23,M,45104616,SAV,,20813.98146,,566690,13016.54242,,05-25-21,8092,170763.0377,active,5.593382308,259,,Pune,,USA
1827,Rahul,07-15-21,M,85261977,current,BR01,32604.67024,USD,366285,15462.32156,debit,07-29-21,6257,482311.4278,closed,11.57568306,743,,Delhi,,USA
1505,Sneha,04-04-22,M,46827955,CUR,,98898.06001,,778710,32881.76534,debit,10-05-20,7761,254611.2692,,13.83119407,483,,Mumbai,DL,
1902,John ,07-23-21,M,35254492,CUR,BR02,66852.99614,INR,568298,26227.56544,debit,07-15-23,7838,313778.0119,active,10.77041862,547,,,DL,India
1824,John ,07-05-21,Male,71555093,saving,,94642.97004,,957303,7935.569006,CR,08-20-23,6666,178193.2393,,8.54019638,493,invalid,Pune,,
1035,Sneha,11-08-21,Female,67293031,saving,,9968.438278,USD,236149,14648.98373,credit,05-06-22,5415,161743.8808,,13.20909634,758,,Pune,,
1684,Rahul,03-10-23,F,55562388,CUR,,35124.64486,USD,670303,3061.987931,CR,08-29-23,7195,11573.38596,,12.82512008,600,,,,India
1019,Sneha,02-10-21,Male,37090738,,BR02,53246.83934,,271929,47961.28755,credit,06-09-20,5969,250166.8278,closed,10.44182154,516,,,,India
1320,Bob,07-30-23,Male,43269285,SAV,,3059.596498,,856556,-2161.937107,,11-11-22,7076,241804.5034,active,6.543617699,879,invalid,Pune,DL,India
1775,Sneha,05-31-22,F,42436728,,,-4560.318419,,290912,12310.20707,DR,09-16-21,6384,78915.36309,active,7.509864855,450,,,,
1511,,12-18-23,F,74999068,SAV,BR01,65395.60505,,946334,-8449.661667,,02-06-23,5307,382162.0001,active,12.38483972,488,,Pune,,USA
1399,Sneha,07-17-23,M,72730418,CUR,,62391.04926,,105577,3306.769516,CR,07-22-21,8954,246337.1652,closed,13.06082165,583,,,DL,USA
1653,John ,04-11-20,Male,90244867,saving,BR01,38132.82505,USD,906434,36828.2683,CR,07-10-22,7209,169496.9851,,7.79265278,664,,Pune,MH,
1971,,08-19-21,,96656822,saving,BR01,46412.62798,,150711,2070.513937,credit,08-28-20,7916,73454.45451,closed,8.679850772,733,,Mumbai,,
1882,John ,03-15-21,F,63102022,,,38621.51506,INR,663739,-5196.195848,CR,11-02-22,7899,276080.4135,closed,5.776318852,686,,Mumbai,,
1470,Alice,03-27-21,F,38748123,saving,BR01,-2479.470291,,593027,18467.19079,debit,10-02-22,5060,376408.513,,12.13461948,495,invalid,,DL,
1142,NULL,08-28-21,Female,54988955,CUR,BR01,30214.01865,,804463,-9401.845916,CR,09-02-22,7172,140999.6763,active,5.035775446,257,test@gmail.com,Delhi,DL,USA
1091,John ,05-26-22,,76290435,,,13593.63682,INR,521863,-4914.030734,credit,01-18-20,6479,109397.1758,active,5.465415212,401,,Mumbai,,
1353,,05-24-22,,50850837,SAV,,5334.539856,INR,659119,38457.55217,credit,08-01-23,8142,260967.482,,5.043440678,641,test@gmail.com,Pune,,
1833,Alice,08-16-22,F,33623755,saving,BR02,95455.64556,INR,349402,36288.40069,debit,08-25-22,7885,77671.65126,,11.45319583,460,test@gmail.com,Delhi,DL,
1799,John ,11-02-21,M,91248172,current,BR02,57932.77113,,855664,44908.32922,credit,05-16-23,6930,333306.6933,,9.173871277,616,,Pune,,
1726,Bob,07-15-22,Female,18659522,saving,BR02,71508.90984,USD,982930,41270.92615,DR,04-25-20,8947,302671.814,active,7.975467613,819,,Pune,MH,USA
1958,Sneha,11-30-20,,64441451,SAV,,28113.19304,,344942,30990.53379,,11-01-23,7513,43541.0248,,14.1270101,335,,Mumbai,DL,USA
1853,NULL,09-13-21,F,65967937,,BR01,36280.4486,INR,195119,-6860.028562,CR,04-07-22,7290,18260.18969,,6.928027947,304,,,,
1050,John ,05-26-23,,39639841,SAV,BR02,19877.01936,INR,953262,36970.91708,DR,09-30-20,6513,310144.3263,active,8.893680104,883,test@gmail.com,,,India
1664,Alice,01-20-24,Female,27811802,current,,5181.395451,INR,442776,40730.64865,CR,07-11-22,8832,147146.887,closed,14.40311801,695,,Pune,DL,India
1697,Bob,12-30-21,Female,74812392,CUR,BR01,13798.32193,USD,923265,37944.92875,DR,04-27-23,8292,43222.87659,,9.271065628,869,,Mumbai,,
1574,Rahul,03-20-22,Male,36912512,saving,,78738.97476,USD,867754,20508.74212,CR,04-28-22,5472,379714.3525,active,10.54693686,553,invalid,Pune,MH,USA
1189,Alice,03-01-23,F,91428039,,BR02,66142.30954,,848224,3974.110319,debit,11-13-22,5958,157022.0015,,5.803368666,381,,Delhi,,India
1124,Sneha,08-12-23,Female,49101526,CUR,BR01,52427.53198,USD,910830,40719.79854,credit,04-06-23,5532,229799.7748,,12.90166387,670,,Pune,MH,USA
1149,Alice,09-23-23,Male,13100581,SAV,BR02,44884.43665,,685842,33629.76858,credit,07-14-23,5493,118406.4637,,9.227587771,634,,Mumbai,,India
1313,Bob,01-25-20,Male,46216069,,BR02,91855.59978,,150755,48845.67046,debit,12-12-23,7946,313658.5392,active,13.00515125,447,,Pune,,
1569,Alice,09-28-20,,80781141,CUR,BR02,2637.169517,,253412,-658.4441346,DR,07-20-21,5081,150744.2077,,7.537976426,296,,Mumbai,MH,
1341,Bob,01-02-23,,28861720,,BR01,24463.08539,,951426,3539.874983,,05-02-23,7903,484010.4806,,9.224787506,452,test@gmail.com,,,
1304,John ,11-25-23,Male,22545745,current,,31743.47462,,688172,2707.888993,DR,05-22-20,5878,351473.7743,,12.86548936,510,test@gmail.com,Mumbai,,USA
1691,Bob,07-01-22,,87752208,current,BR01,77154.71028,,970793,37552.38606,credit,02-10-20,6545,68361.13819,,14.73877767,273,test@gmail.com,Delhi,,USA
1681,Bob,09-29-20,Female,46575804,saving,BR02,99214.03512,,641770,1214.437787,,09-03-21,7970,208347.4198,,5.596255244,589,,Mumbai,DL,India
1837,NULL,04-16-21,M,26077579,saving,BR01,20270.40405,,154225,-6000.410211,CR,11-25-22,5011,192710.5499,,13.12456177,661,invalid,Delhi,,
1782,Bob,05-23-22,Female,54331269,current,,86802.27008,,289921,49913.6484,,10-06-22,6286,267123.5554,,8.006890676,510,,Delhi,,India
1053,Bob,08-15-21,Male,71842137,,,82215.38985,,699142,-8510.967313,DR,10-01-23,8728,420965.3372,closed,10.50743281,535,,Pune,DL,
1443,Rahul,11-01-21,Male,14854042,current,BR01,18589.02675,,665544,40114.64361,debit,08-14-20,5448,291711.0076,closed,7.90092265,762,invalid,Delhi,,
1612,John ,09-30-23,Female,74528007,saving,,36929.92092,INR,340617,11922.01049,CR,03-11-22,8263,30778.3388,,11.13445473,335,,Mumbai,DL,USA
1992,Sneha,08-27-21,,96357458,current,,38015.65128,USD,208721,40496.92759,DR,04-14-22,5761,327707.8484,,8.538028306,679,invalid,,,
1263,NULL,06-01-23,,13830121,current,,97713.1702,INR,705398,23277.22947,CR,03-25-20,8185,4132.648973,active,8.33614891,830,,Mumbai,,
1052,Rahul,04-24-20,Male,21951552,,,13993.64964,,213606,44097.87377,,02-03-20,5025,389980.2303,,5.379383129,280,,,,USA
1571,,06-10-22,F,65685560,CUR,BR01,78911.58697,,638938,45571.57918,credit,01-02-20,6806,333318.0362,,6.469604059,852,invalid,Delhi,DL,
1619,John ,02-06-24,,90947292,saving,,30090.23499,,277190,-9454.109123,DR,06-24-20,8570,154392.8292,closed,14.17078199,689,invalid,Pune,,USA
1004,John ,07-18-23,Female,28130540,,BR02,71741.38631,USD,128930,-5475.26944,debit,08-05-22,7555,146220.9023,closed,14.98277429,598,invalid,Delhi,MH,India
1102,,04-03-22,,67084656,current,,39101.15545,INR,841067,5021.523774,,09-15-20,6568,399136.4983,closed,12.80520576,661,invalid,Delhi,,
1195,Sneha,06-04-20,Female,46926887,current,,55727.77513,INR,360102,30158.92498,DR,04-27-20,5061,391668.346,,7.868126248,777,invalid,,,
1773,Bob,10-30-22,Male,14268173,CUR,BR01,82424.2362,,462544,43296.33179,debit,06-28-23,5228,176151.1772,,9.024451384,559,invalid,Mumbai,MH,
1876,Rahul,11-09-22,,83143586,saving,,79437.38432,INR,373945,17596.51708,DR,08-30-20,6838,149473.864,,12.39503455,645,invalid,Pune,MH,India
1991,Alice,10-23-23,Female,52812847,saving,,85974.43427,INR,675648,26418.38698,,01-17-21,5606,279912.3944,,14.68513557,587,invalid,Pune,DL,India
1883,NULL,09-15-22,Male,33787347,SAV,,1259.819161,,974340,1309.991168,DR,05-30-21,6058,4182.829992,active,9.554711707,686,,Pune,MH,
1349,Alice,03-22-22,F,93719991,saving,BR02,67665.30807,INR,247631,38298.01003,CR,02-05-21,6728,41333.51899,,13.29522415,614,invalid,Pune,MH,
1046,,05-17-21,Female,81178892,CUR,BR01,9698.674556,INR,394478,48039.68668,,07-19-22,6479,63084.79507,,14.75068923,362,invalid,Mumbai,DL,USA
1866,John ,09-30-23,F,34728252,SAV,BR01,38660.94964,INR,336545,6115.935975,DR,12-09-22,8659,92705.90891,closed,13.73473171,425,,Pune,,USA
1822,Sneha,07-18-23,F,33647205,SAV,,52601.78358,,113288,19689.5571,credit,06-27-23,7938,256009.0633,closed,7.271497468,398,,,,
1935,John ,03-19-22,M,54607536,current,BR01,37287.6459,,777758,-4833.03337,DR,08-21-22,6525,496120.9574,closed,5.080318639,427,test@gmail.com,,,USA
1819,NULL,03-22-20,,42916781,current,BR02,49559.22596,,307302,23548.19939,CR,03-30-23,5760,326306.7009,closed,9.920817054,631,test@gmail.com,Pune,MH,India
1655,John ,03-21-22,Female,88369648,saving,,99635.26242,INR,898623,20167.00651,debit,10-14-20,5594,30649.39722,closed,10.31360832,472,invalid,Pune,,
1268,John ,11-11-20,F,11369277,SAV,BR01,9197.81794,,380195,-1333.810951,debit,11-20-23,8096,262789.687,active,7.012503646,508,invalid,Mumbai,,USA
1369,NULL,10-25-23,M,99408647,current,,65922.88476,,161715,16523.97279,debit,06-04-21,6592,248322.6062,active,7.846743919,438,test@gmail.com,Mumbai,,
1635,Rahul,08-16-20,Male,33499306,CUR,,36580.10147,,110737,10046.27913,credit,01-15-20,6055,72083.90791,active,12.65153161,555,test@gmail.com,Pune,MH,USA
1105,Rahul,01-26-21,Female,10749971,current,,8966.028885,USD,689428,21309.85252,CR,09-14-22,6854,460136.1844,closed,9.703472587,627,,Mumbai,,
1669,NULL,12-09-22,F,71313915,current,BR02,11667.36015,INR,780611,25139.26013,,01-18-22,8083,220382.6238,,8.173540836,851,,Delhi,,USA
1658,Sneha,10-20-20,,25711072,SAV,,94673.67616,,282047,-9490.265284,debit,06-04-22,8390,497279.5703,closed,11.22626027,592,invalid,Pune,,
1656,,06-12-22,M,14460276,SAV,BR01,87358.15715,,367291,35660.35898,CR,05-26-20,8916,210036.1476,closed,11.52759756,405,,Mumbai,,
1119,John ,12-28-20,F,51011120,,,90239.40584,,674796,32780.85751,DR,10-15-20,8675,303978.8513,active,12.69395777,304,test@gmail.com,,,
1830,Sneha,05-27-23,,64407485,CUR,,99110.94146,,414368,11977.18317,credit,01-05-23,7048,52381.26823,closed,6.567092958,691,invalid,Pune,MH,
1786,John ,06-30-23,F,62565354,SAV,,16873.11595,,381787,-6823.843866,CR,03-13-23,6458,227113.9119,active,12.41517252,449,,Pune,DL,
1603,,10-10-22,Female,66426293,saving,BR01,32321.13042,INR,401111,35295.95239,CR,10-11-20,6861,119382.947,closed,10.99428392,652,,,,
1057,Rahul,11-22-21,Female,27962327,CUR,BR01,65267.99814,USD,203535,47310.50963,,03-27-20,6159,417782.3993,,5.575718653,863,test@gmail.com,,,
1950,Sneha,11-17-23,Female,24226224,CUR,BR02,45799.26669,INR,927165,4409.095761,CR,01-24-24,6219,391959.7924,,12.77445628,872,,Mumbai,,India
1345,Bob,05-09-22,M,34509968,SAV,BR01,38930.901,,396952,9411.476824,,12-12-23,5132,412089.9998,,8.830802813,852,,,,
1740,Bob,03-21-22,Female,96278999,CUR,BR01,32570.18118,,612438,1028.773369,credit,12-14-20,5085,361804.7189,active,8.303809343,426,,Delhi,,
1473,Bob,04-24-20,,11500948,SAV,,57346.96635,USD,822648,24616.1674,credit,05-26-21,6499,416341.6118,,9.480751516,698,,Pune,MH,USA
1116,Rahul,12-30-22,F,16327090,current,,55437.31001,INR,683247,-709.5163212,DR,10-23-22,6830,100414.3751,,8.461750773,790,,Delhi,DL,
1829,Rahul,12-29-21,Male,30885050,,,11953.07258,,495065,11371.63661,,06-25-23,8862,226021.8883,active,8.382855922,550,,Mumbai,,USA
1790,,06-29-23,,41834022,current,BR02,44532.68294,,430322,31820.78084,,09-16-22,8395,345923.44,closed,13.08077668,556,,,MH,USA
1126,John ,05-21-23,,62740278,SAV,,53114.5365,INR,822496,23606.95898,debit,10-13-21,6203,318696.249,closed,6.245052544,516,invalid,Pune,,
1392,,02-28-23,Female,92335423,SAV,BR01,54880.12857,,291812,13187.75386,debit,08-15-21,7563,358177.2414,,14.70600068,463,invalid,,,
1907,,04-22-20,M,73388426,current,,17061.25526,INR,212255,15214.97611,DR,05-13-23,8709,112129.1916,,10.54931644,843,test@gmail.com,,,India
1640,Rahul,11-26-21,F,68426861,saving,,72938.49619,,710610,23726.65296,credit,11-15-20,5174,49217.35452,closed,6.829239984,889,,Mumbai,MH,
1057,Bob,01-08-21,M,66251274,saving,BR02,-2354.095044,INR,930997,-9648.116327,debit,12-23-22,7810,458403.289,active,6.312154829,732,,Mumbai,,
1633,Alice,03-05-22,F,37870540,saving,BR02,32257.34483,USD,608522,-5289.407893,CR,11-01-21,8092,280085.9478,closed,10.91509532,511,,Mumbai,,
1512,John ,02-09-22,F,48456876,SAV,,76922.3281,,101132,42875.48407,credit,04-28-23,8044,76912.96225,closed,11.32999444,316,,Mumbai,MH,USA
1750,Rahul,04-20-23,M,94078592,CUR,,54208.75671,USD,793619,-5327.260655,CR,11-15-23,6975,396718.2909,,5.53025771,823,,Pune,,
1801,Bob,04-09-22,,73876263,SAV,,22422.05541,,851972,32408.21577,,02-14-20,8176,457464.9683,,7.430019141,382,,Delhi,,
1095,Sneha,05-16-23,F,76907755,CUR,,67970.07753,,950100,45202.28985,credit,06-12-23,5577,84781.75929,active,12.95461921,898,,Delhi,DL,USA
1637,Alice,09-28-21,M,57718418,current,,54576.04914,,359427,6241.016258,DR,02-19-23,8514,408706.2276,,5.496246277,789,test@gmail.com,Pune,MH,
1117,Alice,07-06-22,F,30491595,,BR01,78605.57899,INR,531779,12229.48622,,04-06-20,6798,466612.5307,,13.55088664,761,invalid,,MH,
1559,Rahul,01-26-24,Male,41175239,CUR,BR01,72177.64455,USD,585443,24135.28435,,06-01-23,7096,469180.8001,closed,11.58162477,460,,Pune,,
1600,NULL,10-11-21,,15845447,saving,,59061.33181,USD,733123,42902.53818,CR,05-31-21,7575,457078.2308,active,9.344232594,502,,Delhi,,
1487,John ,02-12-22,Female,73105980,SAV,BR02,46258.65591,USD,242003,46514.33524,,06-30-23,5144,273210.5062,,8.46432849,287,invalid,Delhi,MH,
1236,Alice,05-13-21,F,45103852,current,BR01,8984.123195,INR,882516,34373.79489,debit,05-24-22,8411,178105.6586,,5.192489638,292,test@gmail.com,Pune,MH,India
1884,Rahul,09-26-20,Male,70796171,saving,BR01,22439.96688,,697457,-4802.814349,credit,06-02-23,5761,3636.403847,closed,13.25214946,878,,Mumbai,,
1896,Rahul,01-06-23,Female,88846396,current,BR01,39005.44466,USD,360529,30149.24933,debit,03-13-21,8926,30456.11344,active,6.42721854,654,,,MH,India
1271,Bob,06-27-22,Female,76475936,,,57926.42514,INR,543855,14618.22331,CR,08-25-20,6377,214419.5076,,8.095419919,295,invalid,Pune,,USA
1188,Sneha,12-10-21,F,58491820,SAV,,48939.3248,,353608,18242.05997,CR,02-05-22,8146,199663.0732,,10.6910698,703,,Delhi,,
1998,NULL,04-23-23,M,85421798,SAV,,25259.37523,USD,858673,-7051.096579,credit,03-07-21,6825,92356.95478,,7.459926001,554,,Mumbai,DL,
1703,John ,10-19-20,F,81009243,,BR02,-4321.242432,USD,814261,1463.728361,,11-25-22,5928,197740.014,closed,9.971404638,482,invalid,,DL,India
1446,,04-23-23,Male,47358841,SAV,BR02,47105.1183,,724705,37430.81645,DR,05-29-21,5793,87325.03273,closed,13.09342829,494,invalid,Delhi,,
1580,Sneha,05-17-20,Female,21353540,CUR,BR02,24990.7288,USD,625332,17237.52998,CR,02-11-23,6601,424395.6264,closed,9.705379348,544,,,,USA
1789,Sneha,02-20-22,F,16722055,current,BR02,72133.87157,USD,277763,8099.734498,credit,04-03-22,6660,149097.4389,closed,14.48977344,632,test@gmail.com,Mumbai,,
1860,Bob,03-07-23,M,92164888,saving,BR01,-2485.642147,,331807,13041.14444,DR,05-10-21,5318,299282.1751,,13.4750062,407,test@gmail.com,Delhi,,
1246,Alice,12-26-20,F,58968538,,BR01,56406.92019,INR,124363,41263.9708,,01-01-23,6110,251421.531,active,8.330392354,654,test@gmail.com,Mumbai,MH,India
1962,Alice,07-23-23,,19035949,CUR,,93854.79494,INR,408838,34939.94104,CR,02-01-24,6576,25941.0388,closed,8.999621246,250,test@gmail.com,Pune,,
1075,Bob,03-22-23,M,95407062,saving,,13312.97305,,494798,6338.923831,credit,02-07-24,5697,471116.8597,closed,9.23326727,466,invalid,Pune,MH,India
1153,Rahul,08-22-21,Male,42672748,saving,BR02,44523.19653,,907733,-2949.889587,credit,09-28-21,8937,263612.9891,,11.26179453,756,invalid,,,
1655,Alice,01-24-23,Female,83390510,,,4599.309141,INR,436473,5119.893299,credit,01-01-20,8963,162528.8217,closed,7.867957292,830,,Mumbai,DL,
1434,NULL,10-27-20,F,49980720,CUR,BR01,60696.60079,,101620,45245.38706,CR,03-22-20,5846,79063.28482,closed,14.69249139,279,test@gmail.com,Mumbai,,
1996,John ,10-05-21,M,53144878,saving,BR01,52805.82646,INR,424368,24895.33027,DR,10-29-20,6801,169263.3174,active,11.08684221,876,test@gmail.com,,,USA
1085,Sneha,01-24-21,,38751505,saving,,37773.38004,,549871,22008.81252,credit,05-25-23,5782,10255.80151,,8.994016587,769,,,,USA
1696,Sneha,03-08-21,M,99067457,CUR,,49744.58725,,195419,25783.61598,,09-11-22,7089,181779.0777,closed,11.45009815,524,,,,
1284,NULL,12-15-22,,48835523,SAV,,89140.33914,USD,792894,11961.69594,credit,04-09-22,6116,265742.9637,,8.954050105,741,,Pune,MH,India
1973,Alice,01-04-20,Male,47962717,saving,,15610.90174,,596712,38426.42122,DR,10-12-22,8768,435933.1229,active,13.17795681,285,,,MH,
1219,Sneha,01-15-20,Female,92054816,current,BR01,-2630.726271,INR,826989,21397.17496,CR,08-12-20,6750,343687.2088,,10.67840961,560,,Pune,MH,
1068,,05-24-21,Male,90472702,CUR,BR01,85474.81289,,942288,-2995.125834,credit,08-17-22,8578,55791.15657,active,5.419705034,293,,,DL,
1046,John ,09-30-21,F,37550115,saving,,55597.29365,USD,280324,-2256.09251,credit,04-08-21,7576,73873.16222,active,6.767568674,404,,Mumbai,DL,
1093,John ,10-24-20,M,21044590,,BR02,88519.13782,,417953,22211.54879,,02-13-22,8336,214061.6839,closed,13.64993973,326,test@gmail.com,Mumbai,,
1749,Sneha,07-26-22,,64536603,current,,57679.24846,INR,646547,46194.21308,,03-25-22,6649,97853.87582,closed,10.62899826,839,invalid,,,
1957,Bob,05-17-21,,88742439,saving,,80066.91445,INR,120655,8501.127301,credit,05-30-22,5291,13924.88879,closed,14.50343477,862,test@gmail.com,,,India
1452,Sneha,12-04-23,M,15059667,current,,40115.70315,,550400,42172.47013,credit,07-24-20,5968,402507.4401,,5.724223129,687,invalid,Pune,,
1203,Bob,04-12-20,M,46540128,current,,73735.29279,USD,121602,35845.73519,,09-24-20,6487,9761.285349,,7.952606301,681,invalid,Delhi,MH,
1911,Sneha,02-09-23,F,85935097,SAV,,90869.35402,,972377,4868.746574,DR,04-21-20,8875,415344.8026,,6.935433732,791,,Pune,DL,USA
1217,,07-17-21,Male,46855538,current,,55072.91119,USD,766470,-7819.555101,debit,08-18-23,8631,72051.98152,closed,10.53840292,288,,Mumbai,,India
1473,Rahul,11-25-22,,57336078,SAV,BR01,13982.44081,,987278,-3889.164091,debit,09-27-21,6842,487339.2054,,8.827928311,488,,,,
1431,John ,10-26-20,F,28149286,CUR,BR02,23223.74958,USD,442962,33709.63603,credit,11-18-21,5096,301936.9559,closed,6.572735341,262,test@gmail.com,Mumbai,MH,
1340,Sneha,10-16-22,Male,37596545,SAV,,15857.68057,,625825,1980.184282,,12-13-21,8958,367491.4858,,11.42751914,371,test@gmail.com,Delhi,MH,
1550,,03-05-22,F,62925374,,,20919.9879,,510354,12276.25523,CR,06-13-21,6118,55241.81398,,10.36298366,393,invalid,Pune,DL,India
1611,Bob,04-12-20,,88039489,saving,BR02,27173.62218,USD,880498,20101.94996,CR,05-28-23,8397,431052.0367,active,7.747362513,704,,Mumbai,DL,
1288,Bob,06-26-20,M,66002354,CUR,,53289.04761,,801562,33528.09011,debit,10-11-21,5073,419596.1714,closed,9.797713578,617,,Pune,,USA
1253,John ,11-07-22,M,31227468,CUR,BR02,56739.12109,,271236,-3206.126604,DR,04-17-22,6359,326496.3658,closed,12.45738315,496,test@gmail.com,,,USA
1733,NULL,07-19-22,Male,53513097,,BR02,39782.47346,,189743,14381.98432,debit,11-21-23,6091,251137.4323,,7.052716746,294,,Mumbai,MH,USA
1356,Sneha,05-06-23,Female,19249677,SAV,,59619.18188,INR,547875,19104.37455,credit,11-03-22,5757,360744.5866,closed,7.929057467,624,,Delhi,MH,
1022,Alice,01-29-24,Male,57657169,saving,BR01,3565.367189,,186155,22449.62384,DR,04-26-23,6941,2964.107668,,8.461109871,540,,Pune,,India
1761,Bob,11-18-21,Female,69576882,SAV,,4217.764891,,189846,39101.63848,CR,11-20-22,8148,296220.3777,closed,12.46726437,456,test@gmail.com,Pune,MH,USA
1521,Rahul,12-03-23,F,40223477,current,,13042.09334,USD,858795,300.6917026,,11-25-20,5207,423703.0675,active,13.469226,768,test@gmail.com,Delhi,,
1757,Rahul,06-22-20,F,90846200,SAV,,49398.13729,,392706,38469.88711,,09-14-20,8955,178449.9436,closed,8.763884964,491,,Mumbai,DL,
1836,Bob,09-05-22,,76994946,CUR,BR02,17469.44126,INR,914468,31572.70566,credit,09-18-21,8837,54144.67824,active,7.966208618,871,,Mumbai,,
1099,NULL,12-29-22,Female,32432851,saving,BR02,24744.86237,,816112,23352.24885,debit,11-02-21,6244,210438.6249,,13.89446758,363,test@gmail.com,Pune,,
1801,NULL,11-25-22,,65306693,SAV,BR01,37032.8478,INR,960665,31971.67222,credit,10-10-23,6285,363552.2245,closed,14.99364932,551,invalid,Delhi,,India
1179,,06-18-23,M,26938661,saving,,80245.94302,INR,707337,14721.06434,,01-27-20,5409,53650.60519,closed,11.7035364,525,test@gmail.com,Pune,DL,India
1222,Rahul,04-21-21,Female,80943106,saving,,-3544.475729,INR,339647,-1696.144842,CR,03-14-20,7378,103024.2801,closed,14.89980615,345,,Pune,,USA
1905,,09-06-23,Male,21671439,current,BR02,63184.77612,USD,430825,29945.91442,,03-25-23,7391,73775.92341,active,11.59966278,543,invalid,,,India
1761,Rahul,03-21-20,M,83603367,current,BR01,65232.03576,,389962,21480.3384,DR,03-22-20,8036,398473.8778,closed,12.33460272,609,test@gmail.com,Mumbai,,
1658,Sneha,01-10-24,M,42266497,CUR,,78858.85694,,948964,28362.48803,,10-10-21,5770,31446.31123,closed,8.886560015,537,,Mumbai,,
1441,Sneha,10-29-20,Male,60279504,,BR02,92939.0586,USD,419849,10279.92686,,12-02-20,6843,343293.2511,,9.32967547,403,,,DL,
1607,Alice,07-29-21,M,41707048,saving,,-2885.52586,,644392,44411.99464,DR,10-19-22,5073,183228.4604,,6.44135664,819,test@gmail.com,Mumbai,,
1768,Sneha,07-08-20,Female,77792893,,BR01,11147.28908,INR,486480,25242.19211,debit,07-09-21,6660,377895.6214,active,13.22750015,672,,Mumbai,,India
1324,Alice,01-15-22,,15337355,CUR,BR01,88047.98588,,752192,-4875.850943,,01-21-22,8771,482191.7094,,14.31059031,299,,Mumbai,,
1515,Sneha,08-11-20,M,69230626,saving,,43144.44903,USD,956035,16988.23944,credit,04-17-22,5253,57272.64979,active,11.23438134,456,invalid,Delhi,,USA
1015,John ,05-12-23,Female,58761066,saving,,54282.01709,INR,726787,35381.36328,,10-23-20,8006,157192.5205,,8.436473084,813,,,MH,
1791,Sneha,11-17-23,F,84090304,,,64617.85639,USD,945457,37648.0737,credit,04-17-20,8904,405062.7139,,6.540163254,814,test@gmail.com,Pune,DL,
1335,,08-02-20,Female,73135532,SAV,BR02,66301.99347,,851624,19675.82317,DR,01-20-21,5819,133079.193,,7.651562297,462,,Delhi,DL,India
1758,Bob,02-01-23,,63640153,current,,92832.74235,INR,918749,43684.85425,,10-24-21,8818,107560.2985,active,7.554104209,315,test@gmail.com,Pune,,
1257,,01-07-23,Female,26684388,SAV,BR02,99679.68883,INR,524632,6060.106232,DR,04-24-21,5985,412688.9889,closed,11.13527884,481,test@gmail.com,,,
1496,Bob,04-17-20,Male,54768534,,,70616.5334,,273084,14635.92183,DR,08-10-21,8833,493541.182,closed,14.45037465,569,,,MH,India
1987,NULL,01-06-20,,28138519,current,,25158.22697,INR,624156,43915.81463,debit,11-21-21,5331,278440.2951,,5.48271887,386,,,DL,India
1895,,10-24-23,F,30978981,SAV,BR02,87374.00224,USD,992017,43775.40299,,11-09-20,6421,139024.3742,active,5.010222996,896,test@gmail.com,Mumbai,MH,USA
